"","death","pm10tmean","tmpd","dptp","dow","date"
"5426",96,9.0163877237,45,37.9,"Thursday",2001-11-08
"5427",86,4.8931093624,40,29.8,"Friday",2001-11-09
"5428",99,7.0668209564,49,33.4,"Saturday",2001-11-10
"5429",105,-17.46102287,43,32.5,"Sunday",2001-11-11
"5430",109,11.583746459,42,32.3,"Monday",2001-11-12
"5431",87,45.670684102,52,33.4,"Tuesday",2001-11-13
"5432",124,62.122850061,57,49.1,"Wednesday",2001-11-14
"5433",106,31.707657385,61,53.5,"Thursday",2001-11-15
"5434",95,13.797909922,50,47,"Friday",2001-11-16
"5435",97,40.313204,52,47.4,"Saturday",2001-11-17
"5436",96,29.326381863,56,51.7,"Sunday",2001-11-18
"5437",103,-4.621050013,46,33.9,"Monday",2001-11-19
"5438",84,-3.599516896,36,23.2,"Tuesday",2001-11-20
"5439",103,3.3169781899,44,29.7,"Wednesday",2001-11-21
"5440",105,2.7903175341,48,30.3,"Thursday",2001-11-22
"5441",119,1.8182191028,52,39.9,"Friday",2001-11-23
"5442",103,-5.667236058,57,51.5,"Saturday",2001-11-24
"5443",96,-20.67902414,46,38.5,"Sunday",2001-11-25
"5444",101,2.820016067,43,40.4,"Monday",2001-11-26
"5445",110,-6.067716364,44,37.6,"Tuesday",2001-11-27
"5446",97,-9.345778191,39,34.3,"Wednesday",2001-11-28
"5447",97,-20.4762547,42,40.1,"Thursday",2001-11-29
"5448",97,-20.06516849,45,42.5,"Friday",2001-11-30
"5449",110,0.3639042747,36,32.8,"Saturday",2001-12-01
"5450",115,-4.175633166,39,35.4,"Sunday",2001-12-02
"5451",112,2.4554616167,49,42.9,"Monday",2001-12-03
"5452",113,24.655418376,58,51.1,"Tuesday",2001-12-04
"5453",124,48.178614012,56,50.1,"Wednesday",2001-12-05
"5454",96,-0.292524629,44,30.9,"Thursday",2001-12-06
"5455",104,-9.82728003,41,34.1,"Friday",2001-12-07
"5456",95,-1.87351909,39,32.7,"Saturday",2001-12-08
"5457",100,-3.964863442,31,21.9,"Sunday",2001-12-09
"5458",111,17.559574648,39,23.1,"Monday",2001-12-10
"5459",116,21.644315251,36,26.9,"Tuesday",2001-12-11
"5460",106,18.203834933,43,40.9,"Wednesday",2001-12-12
"5461",103,-14.15546911,39,36.6,"Thursday",2001-12-13
"5462",115,3.4675447127,35,32.1,"Friday",2001-12-14
"5463",118,-2.153994761,35,34.6,"Saturday",2001-12-15
"5464",109,-12.96436091,42,41.8,"Sunday",2001-12-16
"5465",101,-15.96577735,40,38.5,"Monday",2001-12-17
"5466",114,17.567210689,39,32.3,"Tuesday",2001-12-18
"5467",107,-10.46436091,36,25.6,"Wednesday",2001-12-19
"5468",105,-3.144898736,33,18.8,"Thursday",2001-12-20
"5469",102,11.575486189,31,20,"Friday",2001-12-21
"5470",108,-9.440027906,41,34.4,"Saturday",2001-12-22
"5471",115,12.431216439,27,18,"Sunday",2001-12-23
"5472",130,0.2656039914,18,12,"Monday",2001-12-24
"5473",96,-10.24377828,17,8.3,"Tuesday",2001-12-25
"5474",126,7.804562175,14,8.1,"Wednesday",2001-12-26
"5475",117,-0.405485653,23,17.1,"Thursday",2001-12-27
"5476",115,3.5275929136,21,12.1,"Friday",2001-12-28
"5477",130,-1.374918608,14,4.1,"Saturday",2001-12-29
"5478",100,-5.842188491,13,4.8,"Sunday",2001-12-30
"5479",105,-2.4877891,14,3.7,"Monday",2001-12-31
"5480",126,17.869367046,18,6,"Tuesday",2002-01-01
"5481",120,21.360181253,21,11.9,"Wednesday",2002-01-02
"5482",133,16.144082703,20,11.3,"Thursday",2002-01-03
"5483",126,37.152581286,28,17.5,"Friday",2002-01-04
"5484",134,6.1719842713,32,25.9,"Saturday",2002-01-05
"5485",118,-7.349642721,29,22.6,"Sunday",2002-01-06
"5486",93,-9.960183502,22,12.4,"Monday",2002-01-07
"5487",122,-3.076611412,31,22,"Tuesday",2002-01-08
"5488",136,-4.407352128,47,33.7,"Wednesday",2002-01-09
"5489",122,-10.92763533,39,30.9,"Thursday",2002-01-10
"5490",101,-14.4439852,38,27,"Friday",2002-01-11
"5491",109,-17.43984777,35,24.7,"Saturday",2002-01-12
"5492",105,-14.43170898,33,22.7,"Sunday",2002-01-13
"5493",121,-7.592262007,35,30.8,"Monday",2002-01-14
"5494",113,-16.8753154,32,23.6,"Tuesday",2002-01-15
"5495",115,-11.44569987,29,23.5,"Wednesday",2002-01-16
"5496",118,-12.51900954,19,14.4,"Thursday",2002-01-17
"5497",116,-5.472326049,16,6.5,"Friday",2002-01-18
"5498",121,-3.91543429,20,12.4,"Saturday",2002-01-19
"5499",106,-3.152807117,29,22.8,"Sunday",2002-01-20
"5500",107,-9.456387119,31,25.7,"Monday",2002-01-21
"5501",107,3.6216396527,44,24.7,"Tuesday",2002-01-22
"5502",108,4.6477269811,42,39.2,"Wednesday",2002-01-23
"5503",109,-16.38630201,36,24.2,"Thursday",2002-01-24
"5504",121,-3.963070508,39,20.7,"Friday",2002-01-25
"5505",111,-10.14947106,44,25.6,"Saturday",2002-01-26
"5506",118,-5.931274731,49,30.3,"Sunday",2002-01-27
"5507",115,-1.894025447,41,33.5,"Monday",2002-01-28
"5508",119,-18.83891902,34,29.6,"Tuesday",2002-01-29
"5509",112,-22.35165524,32,28.3,"Wednesday",2002-01-30
"5510",124,-24.27907968,32,NA,"Thursday",2002-01-31
"5511",104,-14.04688049,27,22.5,"Friday",2002-02-01
"5512",142,-1.746571838,21,17.7,"Saturday",2002-02-02
"5513",118,-11.82775191,27,20.1,"Sunday",2002-02-03
"5514",134,-12.75467748,18,5.8,"Monday",2002-02-04
"5515",96,4.8710260609,20,12.2,"Tuesday",2002-02-05
"5516",134,15.953020535,29,19.2,"Wednesday",2002-02-06
"5517",127,14.37949555,32,26.1,"Thursday",2002-02-07
"5518",133,26.606165545,36,28.3,"Friday",2002-02-08
"5519",157,-2.975555687,40,32.9,"Saturday",2002-02-09
"5520",107,-13.57026415,37,29.3,"Sunday",2002-02-10
"5521",128,-5.654070802,29,19.8,"Monday",2002-02-11
"5522",123,-11.18772147,35,22,"Tuesday",2002-02-12
"5523",134,-9.578527888,25,11,"Wednesday",2002-02-13
"5524",126,12.785884437,38,21.7,"Thursday",2002-02-14
"5525",120,-0.194104881,39,27.6,"Friday",2002-02-15
"5526",124,-20.22068547,37,24.5,"Saturday",2002-02-16
"5527",105,-22.71162323,33,20.2,"Sunday",2002-02-17
"5528",131,-2.698636001,38,22.9,"Monday",2002-02-18
"5529",113,-8.161608068,42,39.9,"Tuesday",2002-02-19
"5530",130,-13.63817161,44,42.8,"Wednesday",2002-02-20
"5531",110,-21.05612401,32,26.2,"Thursday",2002-02-21
"5532",124,-18.51235144,30,18.4,"Friday",2002-02-22
"5533",115,-8.468329234,36,24.8,"Saturday",2002-02-23
"5534",116,-2.958047012,50,31.6,"Sunday",2002-02-24
"5535",122,-8.495430203,42,30.9,"Monday",2002-02-25
"5536",132,-6.888095781,26,19.6,"Tuesday",2002-02-26
"5537",116,-7.374779184,21,10.8,"Wednesday",2002-02-27
"5538",114,10.161755881,23,14,"Thursday",2002-02-28
"5539",129,-5.81810229,26,17.2,"Friday",2002-03-01
"5540",128,-14.36011444,28,27.9,"Saturday",2002-03-02
"5541",139,-11.40658548,11,3.3,"Sunday",2002-03-03
"5542",98,1.4126074499,6,-0.6,"Monday",2002-03-04
"5543",113,1.4785100287,23,17.9,"Tuesday",2002-03-05
"5544",125,-7.564469914,35,28.1,"Wednesday",2002-03-06
"5545",119,7.5288899595,36,30.6,"Thursday",2002-03-07
"5546",124,-15.53295129,51,46.5,"Friday",2002-03-08
"5547",123,-5.462065313,42,30.9,"Saturday",2002-03-09
"5548",100,-13.12898197,21,7.2,"Sunday",2002-03-10
"5549",129,-0.773167032,33,21,"Monday",2002-03-11
"5550",103,19.10003025,40,31.3,"Tuesday",2002-03-12
"5551",130,14.165024548,48,37.6,"Wednesday",2002-03-13
"5552",127,0.1781824427,50,41,"Thursday",2002-03-14
"5553",108,-9.065477582,47,31.5,"Friday",2002-03-15
"5554",106,-23.50058647,37,26.3,"Saturday",2002-03-16
"5555",98,-10.46561605,38,30.4,"Sunday",2002-03-17
"5556",123,-10.47301396,42,32,"Monday",2002-03-18
"5557",116,6.9765202165,42,35.5,"Tuesday",2002-03-19
"5558",101,-13.51301128,40,34,"Wednesday",2002-03-20
"5559",106,-7.320857057,28,12.9,"Thursday",2002-03-21
"5560",110,0.4180618212,26,8.1,"Friday",2002-03-22
"5561",99,4.9487635756,39,15.8,"Saturday",2002-03-23
"5562",103,-14.97694236,34,22.9,"Sunday",2002-03-24
"5563",99,-15.07466165,28,19.1,"Monday",2002-03-25
"5564",108,-18.08645781,32,23.7,"Tuesday",2002-03-26
"5565",114,4.4534393386,36,22.1,"Wednesday",2002-03-27
"5566",124,18.256783626,40,32.6,"Thursday",2002-03-28
"5567",117,-2.75593985,41,39.3,"Friday",2002-03-29
"5568",127,-22.34415205,43,29.2,"Saturday",2002-03-30
"5569",120,-17.4235589,38,27.3,"Sunday",2002-03-31
"5570",93,-9.478880535,34,27.1,"Monday",2002-04-01
"5571",126,-5.027155007,39,34.5,"Tuesday",2002-04-02
"5572",86,-19.27982456,35,28.1,"Wednesday",2002-04-03
"5573",99,-19.15559733,31,25,"Thursday",2002-04-04
"5574",114,-6.13091061,33,24.8,"Friday",2002-04-05
"5575",108,-9.129381788,34,22.8,"Saturday",2002-04-06
"5576",90,-10.09609023,42,34.5,"Sunday",2002-04-07
"5577",125,-0.664678836,49,48.3,"Monday",2002-04-08
"5578",116,-16.08323308,43,38.8,"Tuesday",2002-04-09
"5579",109,-3.061203008,49,35.6,"Wednesday",2002-04-10
"5580",105,10.941587302,63,41.3,"Thursday",2002-04-11
"5581",104,1.8889557226,57,51.4,"Friday",2002-04-12
"5582",104,-10.10563074,52,45.5,"Saturday",2002-04-13
"5583",97,-0.8343809,59,50.3,"Sunday",2002-04-14
"5584",115,27.920677763,75,59,"Monday",2002-04-15
"5585",153,13.185185185,78,60.8,"Tuesday",2002-04-16
"5586",108,19.25,75,58.1,"Wednesday",2002-04-17
"5587",130,39.274787535,76,61.1,"Thursday",2002-04-18
"5588",100,-5.696022727,56,46.8,"Friday",2002-04-19
"5589",96,-20.24902808,45,29.6,"Saturday",2002-04-20
"5590",108,-18.61428571,41,38.3,"Sunday",2002-04-21
"5591",117,-19.56733524,40,33.5,"Monday",2002-04-22
"5592",121,-5.534482759,46,36.9,"Tuesday",2002-04-23
"5593",100,-8.507204611,58,44.5,"Wednesday",2002-04-24
"5594",116,NA,46,26.5,"Thursday",2002-04-25
"5595",118,3.1239977135,45,25.7,"Friday",2002-04-26
"5596",105,-5.514619883,48,37.4,"Saturday",2002-04-27
"5597",94,-25.45614035,50,41.4,"Sunday",2002-04-28
"5598",101,-1.324561404,51,37.8,"Monday",2002-04-29
"5599",119,-10.22807018,54,33.8,"Tuesday",2002-04-30
"5600",99,-4.152046784,53,35.3,"Wednesday",2002-05-01
"5601",99,-13.54787281,49,35.3,"Thursday",2002-05-02
"5602",110,-17.75892449,46,27,"Friday",2002-05-03
"5603",117,-8.901449275,52,34.6,"Saturday",2002-05-04
"5604",107,-10.8115942,59,44.6,"Sunday",2002-05-05
"5605",120,-9.771014493,68,59.8,"Monday",2002-05-06
"5606",109,-19.69855072,56,44.9,"Tuesday",2002-05-07
"5607",99,-3.727917397,55,54.2,"Wednesday",2002-05-08
"5608",113,1.4869565217,58,41.8,"Thursday",2002-05-09
"5609",88,10.556521739,56,28.1,"Friday",2002-05-10
"5610",106,-2.698652428,51,39.2,"Saturday",2002-05-11
"5611",92,-15.13904144,48,46.8,"Sunday",2002-05-12
"5612",94,-16.16359013,50,40.6,"Monday",2002-05-13
"5613",116,-6.72177179,54,42.2,"Tuesday",2002-05-14
"5614",123,27.027498093,58,48.2,"Wednesday",2002-05-15
"5615",123,-10.74668192,55,50.2,"Thursday",2002-05-16
"5616",123,-25.53278668,41,32.7,"Friday",2002-05-17
"5617",103,-16.41347572,44,32.5,"Saturday",2002-05-18
"5618",80,-16.73421053,46,35.6,"Sunday",2002-05-19
"5619",125,-18.23955837,41,30.1,"Monday",2002-05-20
"5620",128,-15.1427282,45,29.8,"Tuesday",2002-05-21
"5621",94,1.5333333333,55,37.6,"Wednesday",2002-05-22
"5622",105,25.427205695,65,52.4,"Thursday",2002-05-23
"5623",102,-24.01014493,54,39.1,"Friday",2002-05-24
"5624",101,-17.47373506,49,46,"Saturday",2002-05-25
"5625",95,-9.693024269,55,45.4,"Sunday",2002-05-26
"5626",108,-9.447533689,64,51,"Monday",2002-05-27
"5627",112,11.081477244,69,57.6,"Tuesday",2002-05-28
"5628",108,18.098906687,73,62,"Wednesday",2002-05-29
"5629",113,25.077040427,75,63.7,"Thursday",2002-05-30
"5630",95,28.563984236,77,56.4,"Friday",2002-05-31
"5631",92,12.268923941,76,53.1,"Saturday",2002-06-01
"5632",100,-8.896745487,62,45.6,"Sunday",2002-06-02
"5633",96,5.6455123316,62,56,"Monday",2002-06-03
"5634",95,4.222718027,65,64.1,"Tuesday",2002-06-04
"5635",91,-19.7028477,56,53.9,"Wednesday",2002-06-05
"5636",88,-14.53502415,58,51.8,"Thursday",2002-06-06
"5637",93,2.8444945656,64,53.1,"Friday",2002-06-07
"5638",93,14.435850496,71,58.6,"Saturday",2002-06-08
"5639",85,23.473582507,72,59.6,"Sunday",2002-06-09
"5640",112,17.409242309,80,70.6,"Monday",2002-06-10
"5641",94,-9.603902873,76,69.5,"Tuesday",2002-06-11
"5642",94,-13.66221714,64,60.1,"Wednesday",2002-06-12
"5643",80,-6.141030448,60,57.2,"Thursday",2002-06-13
"5644",87,-15.14638952,61,55.7,"Friday",2002-06-14
"5645",81,-17.640567,67,54.1,"Saturday",2002-06-15
"5646",90,-18.09839817,66,48.4,"Sunday",2002-06-16
"5647",98,-3.067810831,67,53.5,"Monday",2002-06-17
"5648",118,11.401589118,70,55.7,"Tuesday",2002-06-18
"5649",100,19.611505799,75,60.6,"Wednesday",2002-06-19
"5650",94,49.997737096,82,67.4,"Thursday",2002-06-20
"5651",99,37.050152555,80,69,"Friday",2002-06-21
"5652",112,45.147762522,80,65.4,"Saturday",2002-06-22
"5653",101,34.68279939,82,63.5,"Sunday",2002-06-23
"5654",124,57.77718027,78,63.9,"Monday",2002-06-24
"5655",115,13.323991598,81,70.3,"Tuesday",2002-06-25
"5656",96,-3.628362573,79,66.4,"Wednesday",2002-06-26
"5657",96,-12.07035342,74,64.3,"Thursday",2002-06-27
"5658",97,-1.03431223,74,60.3,"Friday",2002-06-28
"5659",115,6.9814899568,74,63.6,"Saturday",2002-06-29
"5660",108,8.4609458429,81,73.1,"Sunday",2002-06-30
"5661",92,36.298692174,84,70.6,"Monday",2002-07-01
"5662",106,39.52044241,84,65.8,"Tuesday",2002-07-02
"5663",98,65.150012713,84,70,"Wednesday",2002-07-03
"5664",103,5.8158530384,80,68.3,"Thursday",2002-07-04
"5665",99,-13.08815154,75,60.7,"Friday",2002-07-05
"5666",99,-4.956038647,75,61,"Saturday",2002-07-06
"5667",89,17.538820902,77,64.6,"Sunday",2002-07-07
"5668",106,34.622374778,81,70.4,"Monday",2002-07-08
"5669",99,-3.529239766,74,70.2,"Tuesday",2002-07-09
"5670",84,-16.45614035,74,60.1,"Wednesday",2002-07-10
"5671",93,-12.27710399,69,52.9,"Thursday",2002-07-11
"5672",96,-4.762573099,68,53.5,"Friday",2002-07-12
"5673",89,-2.425668482,70,53.4,"Saturday",2002-07-13
"5674",96,-1.755275871,72,53,"Sunday",2002-07-14
"5675",100,15.634502924,76,60.4,"Monday",2002-07-15
"5676",113,27.640350877,79,62.7,"Tuesday",2002-07-16
"5677",107,62.221510297,78,66.3,"Wednesday",2002-07-17
"5678",105,43.17934147,82,66.2,"Thursday",2002-07-18
"5679",94,8.1589760428,74,65.1,"Friday",2002-07-19
"5680",87,9.6766209001,76,66.7,"Saturday",2002-07-20
"5681",101,5.6908319733,87,74.9,"Sunday",2002-07-21
"5682",99,14.652990276,83,70.3,"Monday",2002-07-22
"5683",95,-21.85133619,70,57.4,"Tuesday",2002-07-23
"5684",89,-10.8001241,71,52.6,"Wednesday",2002-07-24
"5685",88,4.8855057987,73,64.8,"Thursday",2002-07-25
"5686",105,22.20879233,79,71.7,"Friday",2002-07-26
"5687",87,-1.29120767,80,73.8,"Saturday",2002-07-27
"5688",105,-5.804916202,81,74.6,"Sunday",2002-07-28
"5689",98,-4.837719298,77,71.4,"Monday",2002-07-29
"5690",101,-1.855953422,80,68.9,"Tuesday",2002-07-30
"5691",84,5.2152352229,82,68.1,"Wednesday",2002-07-31
"5692",106,27.080875123,85,74,"Thursday",2002-08-01
"5693",87,-17.98455829,72,62.2,"Friday",2002-08-02
"5694",102,8.9792978986,75,66.9,"Saturday",2002-08-03
"5695",102,17.99148914,82,72.1,"Sunday",2002-08-04
"5696",100,-12.54607227,77,68.4,"Monday",2002-08-05
"5697",100,-15.69161173,69,56.6,"Tuesday",2002-08-06
"5698",111,-17.50189663,67,54.9,"Wednesday",2002-08-07
"5699",85,-8.918304798,69,58.1,"Thursday",2002-08-08
"5700",90,4.1583540927,70,58.4,"Friday",2002-08-09
"5701",106,12.265257842,74,62.6,"Saturday",2002-08-10
"5702",118,16.79427736,80,67.4,"Sunday",2002-08-11
"5703",92,13.316718679,79,68.6,"Monday",2002-08-12
"5704",101,0.2842963678,76,70,"Tuesday",2002-08-13
"5705",98,-4.733568328,70,63.8,"Wednesday",2002-08-14
"5706",103,10.250350877,74,68,"Thursday",2002-08-15
"5707",96,-5.237816764,75,69,"Friday",2002-08-16
"5708",107,2.8346328785,76,69.3,"Saturday",2002-08-17
"5709",117,-7.4352716,66,53.4,"Sunday",2002-08-18
"5710",99,-17.18023067,66,61.3,"Monday",2002-08-19
"5711",116,-6.671621183,66,58,"Tuesday",2002-08-20
"5712",105,11.823586745,75,70,"Wednesday",2002-08-21
"5713",99,-13.21751137,74,69.9,"Thursday",2002-08-22
"5714",104,-11.31554581,73,70.2,"Friday",2002-08-23
"5715",101,-0.172676436,74,67.8,"Saturday",2002-08-24
"5716",96,-6.800357375,74,67.7,"Sunday",2002-08-25
"5717",100,-12.27404159,74,65.6,"Monday",2002-08-26
"5718",115,-6.309860299,74,68,"Tuesday",2002-08-27
"5719",122,-9.341211826,72,64.7,"Wednesday",2002-08-28
"5720",100,-5.372888239,70,62.7,"Thursday",2002-08-29
"5721",109,7.7192762878,73,63.3,"Friday",2002-08-30
"5722",97,6.5111273554,73,63.5,"Saturday",2002-08-31
"5723",100,15.509421702,74,66.2,"Sunday",2002-09-01
"5724",104,17.042803769,74,68.8,"Monday",2002-09-02
"5725",111,-11.92040546,72,57.3,"Tuesday",2002-09-03
"5726",114,5.1389606661,72,57,"Wednesday",2002-09-04
"5727",93,-4.456258834,72,60.5,"Thursday",2002-09-05
"5728",87,3.6821658615,71,61,"Friday",2002-09-06
"5729",81,30.171662028,74,61.8,"Saturday",2002-09-07
"5730",102,35.716336149,76,66,"Sunday",2002-09-08
"5731",99,41.192747888,78,69.5,"Monday",2002-09-09
"5732",114,46.150791463,76,64.9,"Tuesday",2002-09-10
"5733",98,-12.70236499,64,50.8,"Wednesday",2002-09-11
"5734",100,17.786820809,64,52.6,"Thursday",2002-09-12
"5735",108,21.7578257,64,55,"Friday",2002-09-13
"5736",115,11.724215207,68,57.3,"Saturday",2002-09-14
"5737",119,-20.40104491,63,56.4,"Sunday",2002-09-15
"5738",84,4.5692129835,62,51.9,"Monday",2002-09-16
"5739",99,13.213042955,65,56.2,"Tuesday",2002-09-17
"5740",112,1.5373721654,71,66.1,"Wednesday",2002-09-18
"5741",90,12.481338373,76,71.5,"Thursday",2002-09-19
"5742",85,10.517794575,67,66.6,"Friday",2002-09-20
"5743",78,-11.44104046,69,56.7,"Saturday",2002-09-21
"5744",103,-16.93096932,56,45.2,"Sunday",2002-09-22
"5745",117,-7.161757282,54,41.6,"Monday",2002-09-23
"5746",97,-14.53100934,52,41.5,"Tuesday",2002-09-24
"5747",96,7.3814895509,59,47.6,"Wednesday",2002-09-25
"5748",111,23.391511783,62,53.8,"Thursday",2002-09-26
"5749",112,-8.004299689,60,55.2,"Friday",2002-09-27
"5750",114,8.5650200089,62,57,"Saturday",2002-09-28
"5751",87,12.270991823,72,63.7,"Sunday",2002-09-29
"5752",129,27.023343708,77,56.9,"Monday",2002-09-30
"5753",109,15.446936416,75,64.8,"Tuesday",2002-10-01
"5754",90,-6.630213428,66,62.7,"Wednesday",2002-10-02
"5755",110,-6.223450422,61,58.5,"Thursday",2002-10-03
"5756",105,-10.70937305,63,59.3,"Friday",2002-10-04
"5757",101,-11.10398337,55,44.2,"Saturday",2002-10-05
"5758",93,-15.60238773,58,45.7,"Sunday",2002-10-06
"5759",107,-15.06695865,48,33.4,"Monday",2002-10-07
"5760",102,5.9966740774,56,37.4,"Tuesday",2002-10-08
"5761",104,15.020168964,57,48.5,"Wednesday",2002-10-09
"5762",104,22.029119609,62,51.1,"Thursday",2002-10-10
"5763",94,25.957857897,61,50.6,"Friday",2002-10-11
"5764",84,-0.924357492,61,54.1,"Saturday",2002-10-12
"5765",103,-19.91923077,42,27.5,"Sunday",2002-10-13
"5766",99,-1.992885727,44,27.1,"Monday",2002-10-14
"5767",119,0.4428279235,50,33.5,"Tuesday",2002-10-15
"5768",108,-17.04582133,42,30.9,"Wednesday",2002-10-16
"5769",108,-8.639638938,41,35.8,"Thursday",2002-10-17
"5770",97,6.3954154728,49,42,"Friday",2002-10-18
"5771",108,-25.62857143,42,32.4,"Saturday",2002-10-19
"5772",106,-16.56125356,41,31.2,"Sunday",2002-10-20
"5773",120,6.5198863636,45,35.3,"Monday",2002-10-21
"5774",118,-14.42209632,44,34.8,"Tuesday",2002-10-22
"5775",122,-13.81210468,43,37.8,"Wednesday",2002-10-23
"5776",97,-24.43661972,44,38.3,"Thursday",2002-10-24
"5777",96,-6.424157303,45,43.2,"Friday",2002-10-25
"5778",111,-14.78897798,43,39.8,"Saturday",2002-10-26
"5779",99,-20.3291103,42,31,"Sunday",2002-10-27
"5780",114,-18.44588474,44,36.3,"Monday",2002-10-28
"5781",107,-14.99495407,44,34.5,"Tuesday",2002-10-29
"5782",92,-20.41631335,45,35,"Wednesday",2002-10-30
"5783",93,-13.36274932,40,32.1,"Thursday",2002-10-31
"5784",100,-10.8576744,33,19.9,"Friday",2002-11-01
"5785",96,-8.369300732,38,22.6,"Saturday",2002-11-02
"5786",128,-9.348817056,36,27.9,"Sunday",2002-11-03
"5787",101,6.9352991745,39,30,"Monday",2002-11-04
"5788",126,0.1874665328,38,35.4,"Tuesday",2002-11-05
"5789",128,-2.307783767,40,33.7,"Wednesday",2002-11-06
"5790",111,22.19459329,44,35.6,"Thursday",2002-11-07
"5791",126,9.6812414949,56,36.7,"Friday",2002-11-08
"5792",94,7.7239176486,58,52.7,"Saturday",2002-11-09
"5793",100,-3.115088134,51,53.1,"Sunday",2002-11-10
"5794",119,-5.254286376,39,34.5,"Monday",2002-11-11
"5795",95,-8.27209387,40,30.5,"Tuesday",2002-11-12
"5796",103,7.1930358798,46,34.2,"Wednesday",2002-11-13
"5797",101,-11.68808751,47,37.9,"Thursday",2002-11-14
"5798",98,-25.18808751,38,28.6,"Friday",2002-11-15
"5799",95,-21.68333658,34,25.8,"Saturday",2002-11-16
"5800",113,-17.75453462,32,25.8,"Sunday",2002-11-17
"5801",100,7.1707268635,35,30.4,"Monday",2002-11-18
"5802",98,-7.353948762,44,33.5,"Tuesday",2002-11-19
"5803",95,3.1643055739,44,34,"Wednesday",2002-11-20
"5804",106,-0.796583595,39,32.8,"Thursday",2002-11-21
"5805",100,-14.33869706,31,24.9,"Friday",2002-11-22
"5806",103,-7.24330335,39,28.5,"Saturday",2002-11-23
"5807",96,-18.73357815,32,24.4,"Sunday",2002-11-24
"5808",109,-9.719471035,26,18.1,"Monday",2002-11-25
"5809",98,-3.718373494,25,21.6,"Tuesday",2002-11-26
"5810",117,-6.243431259,22,16.8,"Wednesday",2002-11-27
"5811",102,2.6644927604,24,20.2,"Thursday",2002-11-28
"5812",111,-12.12837102,40,29.4,"Friday",2002-11-29
"5813",93,-13.98580211,29,15.3,"Saturday",2002-11-30
"5814",114,-10.90774468,25,9.8,"Sunday",2002-12-01
"5815",80,-14.43445288,29,22.2,"Monday",2002-12-02
"5816",122,-4.882823073,19,14.6,"Tuesday",2002-12-03
"5817",101,6.2196920352,19,12.8,"Wednesday",2002-12-04
"5818",111,-4.934725202,20,12.6,"Thursday",2002-12-05
"5819",120,11.955157617,21,13.6,"Friday",2002-12-06
"5820",122,-3.530590857,35,25.8,"Saturday",2002-12-07
"5821",105,-10.44567585,22,10.9,"Sunday",2002-12-08
"5822",102,22.142940254,20,10.3,"Monday",2002-12-09
"5823",125,13.745578765,34,18.8,"Tuesday",2002-12-10
"5824",102,46.202797491,32,17.4,"Wednesday",2002-12-11
"5825",102,1.1880095725,34,30,"Thursday",2002-12-12
"5826",128,6.1647301535,36,33.3,"Friday",2002-12-13
"5827",120,5.6574723552,35,30.1,"Saturday",2002-12-14
"5828",111,-9.34416983,38,30,"Sunday",2002-12-15
"5829",127,-15.05443809,32,22.3,"Monday",2002-12-16
"5830",108,-1.402240469,34,27.1,"Tuesday",2002-12-17
"5831",122,-5.997008582,46,47.5,"Wednesday",2002-12-18
"5832",123,-11.88073114,45,36.1,"Thursday",2002-12-19
"5833",102,-16.70679155,32,26,"Friday",2002-12-20
"5834",140,-15.59584915,31,24.1,"Saturday",2002-12-21
"5835",119,-13.51081239,28,20.4,"Sunday",2002-12-22
"5836",122,-14.95559498,28,16.6,"Monday",2002-12-23
"5837",89,-13.40053639,26,21.1,"Tuesday",2002-12-24
"5838",115,-18.44997112,26,22.4,"Wednesday",2002-12-25
"5839",107,-6.934213567,24,18.5,"Thursday",2002-12-26
"5840",127,4.0184106288,26,22.7,"Friday",2002-12-27
"5841",112,8.0095629092,31,28.2,"Saturday",2002-12-28
"5842",106,10.568142433,31,29.3,"Sunday",2002-12-29
"5843",107,-5.464726027,49,43.5,"Monday",2002-12-30
"5844",100,-13.39091434,35,20.7,"Tuesday",2002-12-31
"5845",125,-21.33654481,30,22.5,"Wednesday",2003-01-01
"5846",106,-20.76794025,30,25,"Thursday",2003-01-02
"5847",116,-6.75183786,27,20.9,"Friday",2003-01-03
"5848",103,-2.827908896,25,21.6,"Saturday",2003-01-04
"5849",95,-3.833388348,31,30.2,"Sunday",2003-01-05
"5850",112,-13.33393299,30,21.5,"Monday",2003-01-06
"5851",104,-6.712328767,37,27.7,"Tuesday",2003-01-07
"5852",106,-6.681138673,46,30.6,"Wednesday",2003-01-08
"5853",126,-15.07474576,37,23.8,"Thursday",2003-01-09
"5854",98,-10.16559757,21,9.1,"Friday",2003-01-10
"5855",131,-15.14753507,14,2.3,"Saturday",2003-01-11
"5856",115,-7.674354032,21,8.1,"Sunday",2003-01-12
"5857",106,-9.734275285,24,5.7,"Monday",2003-01-13
"5858",108,-6.213084304,14,5.8,"Tuesday",2003-01-14
"5859",110,0.0895875273,13,1.3,"Wednesday",2003-01-15
"5860",120,8.9945149547,22,4.6,"Thursday",2003-01-16
"5861",124,1.168757379,17,1.9,"Friday",2003-01-17
"5862",108,-5.820112652,15,6.6,"Saturday",2003-01-18
"5863",115,-5.898071625,16,8.9,"Sunday",2003-01-19
"5864",122,14.753062279,17,-0.7,"Monday",2003-01-20
"5865",123,0.9890511675,12,-5.2,"Tuesday",2003-01-21
"5866",128,-7.651330677,9,-5.3,"Wednesday",2003-01-22
"5867",104,-5.670343861,4,-9.3,"Thursday",2003-01-23
